NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
"800,129,263",VEHICULOS DE CALDAS S.A VEHICALDA SS.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,"4,511",COMERCIO,$0.07,$0.00,$0.01,$0.01,$0.01,"2,021"
"900,442,933",SCRIBE COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"1,709",MANUFACTURA,$0.07,$0.00,$0.13,$0.03,$0.09,"2,021"
"890,802,377",AUTOMOTRIZ CALDAS MOTOR S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,"4,511",COMERCIO,$0.07,$0.00,$0.02,$0.01,$0.01,"2,021"
"819,005,024",ETANOLES DEL MAGDALENA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,"4,645",COMERCIO,$0.07,$0.00,$0.04,$0.03,$0.01,"2,021"
"900,577,381",BERDEZ SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,111",CONSTRUCCIÓN,$0.07,$0.01,$0.06,$0.04,$0.02,"2,021"
"900,826,841",MEDICINA Y TERAPIAS DOMICILIARIAS S.A.S.,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,"8,621",SERVICIOS,$0.07,$0.00,$0.03,$0.02,$0.01,"2,021"
"860,010,783",CONGREGACION DE DOMINICAS DE SANTA CATALINA DE SENA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,621",SERVICIOS,$0.07,$0.01,$0.05,$0.04,$0.01,"2,021"
"900,365,786",DIS HOSPITAL SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,"4,645",COMERCIO,$0.07,$0.01,$0.05,$0.04,$0.01,"2,021"
"800,205,914",SOLUCIONES INTERALES UNION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,663",COMERCIO,$0.07,$0.01,$0.06,$0.03,$0.04,"2,021"
"830,042,244",DIGITAL WARE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,202",SERVICIOS,$0.07,-$0.01,$0.21,$0.10,$0.11,"2,021"
"800,241,598",PRODUCTOS ALIMENTICIOS FROZEN EXPRESS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"1,089",MANUFACTURA,$0.07,$0.00,$0.06,$0.04,$0.02,"2,021"
"900,525,273",PROYECTOS A GRAN ESCALA PROGRESSA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,290",CONSTRUCCIÓN,$0.07,$0.00,$0.14,$0.14,$0.01,"2,021"
"890,917,499",TOPCO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"4,290",CONSTRUCCIÓN,$0.07,$0.05,$0.26,$0.05,$0.22,"2,021"
"890,703,630",SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,SUPERSALUD,Otros,TOLIMA,IBAGUE-TOLIMA,"8,610",SERVICIOS,$0.07,$0.00,$0.06,$0.02,$0.04,"2,021"
"900,407,987",GUACAMAYA ENERGY SERVICES SAS,SUPERSOCIEDADES,Otros,HUILA,PALERMO-HUILA,910,MINERO,$0.07,$0.00,$0.08,$0.05,$0.04,"2,021"
"830,073,087",INVERSIONES Y ASESORIAS DE TRANSPORTES ANDINO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,731",COMERCIO,$0.07,$0.00,$0.03,$0.03,$0.01,"2,021"
"900,206,027",UNIVERSAL MCCANN SERVICIOS DE MEDIOS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,310",SERVICIOS,$0.07,$0.00,$0.11,$0.07,$0.04,"2,021"
"800,132,674",LABORATORIO CLINICO CONTINENTAL SAS,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"8,691",SERVICIOS,$0.07,$0.01,$0.04,$0.02,$0.03,"2,021"
"800,011,651",INGENIERIA Y CONTRATOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,210",CONSTRUCCIÓN,$0.07,$0.01,$0.06,$0.02,$0.03,"2,021"
"832,000,525",MARE LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO -CUNDINAMARCA,"4,620",COMERCIO,$0.07,$0.00,$0.01,$0.01,$0.01,"2,021"
"811,039,091",PAPELES Y NEGOCIOS S A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,632",COMERCIO,$0.07,$0.00,$0.03,$0.01,$0.03,"2,021"
"900,259,734",INDUSTRIAS PLASTICAS DE MEDELLIN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"2,229",MANUFACTURA,$0.07,$0.00,$0.01,$0.01,$0.01,"2,021"
"900,239,671",PRAXAIR GASES INDUSTRIALES LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,"2,011",MANUFACTURA,$0.07,$0.01,$0.09,$0.07,$0.02,"2,021"
"900,343,209",AUTOMOTORES EUROPA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$0.07,$0.00,$0.02,$0.02,$0.00,"2,021"
"900,913,766",GENESIS DISTRIBUCION DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,664",COMERCIO,$0.07,$0.01,$0.04,$0.03,$0.01,"2,021"
"900,062,314",AGROPECUARIA GOLOSO DEL VALLE S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA-VALLE,144,AGROPECUARIO,$0.07,$0.00,$0.04,$0.02,$0.02,"2,021"
"830,053,360",ARDIKO A&S SUMINISTROS Y SERVICIOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,629",SERVICIOS,$0.07,$0.01,$0.05,$0.02,$0.04,"2,021"
"830,026,664",VETIPLUS S. A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,620",COMERCIO,$0.07,$0.00,$0.05,$0.03,$0.02,"2,021"
"900,418,634",STANDARD GOLD DE COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,990,MINERO,$0.07,$0.03,$0.08,$0.03,$0.05,"2,021"
"800,052,377",SOCIEDAD FERRETERA DE COMERCIO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,"4,752",COMERCIO,$0.07,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,467,665",COOLECHES SAS,SUPERSOCIEDADES,Otros,TOLIMA,ALVARADO-TOLIMA,"1,040",MANUFACTURA,$0.07,$0.00,$0.03,$0.01,$0.01,"2,021"
"900,888,439",CARLOS ALBERTO SOLARTE SOLARTE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,"4,210",CONSTRUCCIÓN,$0.07,-$0.02,$0.54,$0.15,$0.39,"2,021"
"830,133,722",ROSMI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,631",COMERCIO,$0.07,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,435,935",SANTANA DISTRIBUCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,"4,711",COMERCIO,$0.07,$0.00,$0.01,$0.00,$0.00,"2,021"
"900,523,882",ACEROS Y ALUMINIOS DEL ORIENTE SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,"4,663",COMERCIO,$0.07,$0.01,$0.03,$0.01,$0.01,"2,021"
"900,404,273",LABOR HUMANA S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"7,820",SERVICIOS,$0.07,$0.00,$0.01,$0.01,$0.00,"2,021"
"800,027,927",LINEADATASCAN SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,741",COMERCIO,$0.07,$0.01,$0.02,$0.01,$0.01,"2,021"
"800,004,800",IMPORTADORA CELESTE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,530",COMERCIO,$0.07,$0.00,$0.04,$0.02,$0.02,"2,021"
"830,117,064",COMERCIALIZADORA AL GRANO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,631",COMERCIO,$0.07,$0.00,$0.05,$0.03,$0.02,"2,021"
"890,107,274",DYS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,220",CONSTRUCCIÓN,$0.07,$0.00,$0.04,$0.02,$0.02,"2,021"
"860,074,752",SEGURIDAD ATEMPI LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.07,$0.00,$0.02,$0.01,$0.01,"2,021"
"860,500,743",SEGURIDAD Y VIGILANCIA INDUSTRIAL COMERCIAL Y BANCARIA SEVIN LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.07,$0.00,$0.05,$0.03,$0.02,"2,021"
"900,725,839",VITELSA MOSQUERA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,"2,310",MANUFACTURA,$0.07,$0.01,$0.03,$0.02,$0.02,"2,021"
"860,506,831",BIOTRONITECH COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,659",COMERCIO,$0.07,$0.01,$0.06,$0.03,$0.03,"2,021"
"900,468,665",VIDAMEDICAL BOGOTA IPS SAS,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,"8,621",SERVICIOS,$0.07,$0.01,$0.05,$0.03,$0.02,"2,021"
"900,904,055",MHC INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,210",CONSTRUCCIÓN,$0.07,$0.01,$0.71,$0.47,$0.24,"2,021"
"830,107,617",FLEISCHMANN FOODS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,"1,089",MANUFACTURA,$0.07,-$0.00,$0.06,$0.05,$0.01,"2,021"
"830,130,469",FERTRAC SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,530",COMERCIO,$0.07,$0.00,$0.05,$0.02,$0.02,"2,021"
"800,035,120",AGROINDUSTRIAL SAN JOSE SA,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,145,AGROPECUARIO,$0.07,-$0.00,$0.03,$0.02,$0.02,"2,021"
"800,066,388",ASEO Y SOSTENIMIENTO Y COMPAÑIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"8,129",SERVICIOS,$0.07,$0.00,$0.02,$0.01,$0.01,"2,021"
"806,007,650",CENTRO RADIO-ONCOLOGICO DEL CARIBE S.A.S.,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"8,692",SERVICIOS,$0.07,$0.01,$0.06,$0.04,$0.03,"2,021"
"900,682,543",MEDICALL TALENTO HUMANO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,699",SERVICIOS,$0.07,$0.00,$0.05,$0.04,$0.01,"2,021"
"890,905,166",E.S.E. HOSPITAL MENTAL DE ANTIOQUIA MARÍA UPEGUI - HOMO,SUPERSALUD,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,"8,610",SERVICIOS,$0.06,-$0.00,$0.25,$0.06,$0.19,"2,021"
"900,182,180",ANDIRENT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,730",SERVICIOS,$0.06,$0.00,$0.06,$0.05,$0.01,"2,021"
"900,098,340",TECHNOLOGY STORE 2006 SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,"4,651",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,023,162",CONIX SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"7,730",SERVICIOS,$0.06,$0.00,$0.17,$0.11,$0.06,"2,021"
"860,059,539",LÄKTOLAND SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COGUA-CUNDINAMARCA-CUNDINAMARCA,"1,040",MANUFACTURA,$0.06,-$0.00,$0.03,$0.02,$0.00,"2,021"
"830,058,737",VQ INGENIERIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,112",SERVICIOS,$0.06,$0.01,$0.03,$0.01,$0.02,"2,021"
"900,134,273",PERSIANAS Y ENROLLABLES SAFRA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,392",COMERCIO,$0.06,$0.00,$0.03,$0.02,$0.01,"2,021"
"830,512,218",MEDIMARCAS SAS,SUPERSOCIEDADES,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,"4,645",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,916,161",INDUSTRIAS VEGA NATIPAN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,"1,081",MANUFACTURA,$0.06,$0.00,$0.01,$0.01,$0.00,"2,021"
"860,508,382",ESTIBOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,774",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,102,065",PLASSOL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,664",COMERCIO,$0.06,$0.00,$0.03,$0.03,$0.01,"2,021"
"900,685,276",PROMOTORA 63 S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"6,810",SERVICIOS,$0.06,$0.03,$0.05,$0.03,$0.02,"2,021"
"900,486,134",DISTRIOFERTAS EC SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,711",COMERCIO,$0.06,$0.00,$0.01,$0.01,$0.00,"2,021"
"800,188,557",ALMACENADORES Y COMERCIO EXTERIOR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,210",SERVICIOS,$0.06,$0.01,$0.05,$0.03,$0.02,"2,021"
"900,022,972",CEIBA SOFTWARE HOUSE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"6,201",SERVICIOS,$0.06,$0.01,$0.02,$0.02,$0.01,"2,021"
"830,060,020",GLOBAL TECHNOLOGY SERVICES GTS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,651",COMERCIO,$0.06,$0.01,$0.04,$0.02,$0.02,"2,021"
"800,010,668",AUTOSERVICIO EL PERDOMO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,721",COMERCIO,$0.06,$0.00,$0.05,$0.01,$0.04,"2,021"
"800,180,542",PRODUCTOS DE CONSUMO SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,645",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,100,796",COMERCIAL DE VIVERES SAN ANDRES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,631",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,551,006",INDUSTRIAS CARNICAS DE COLOMBIA S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA-VALLE,"1,011",MANUFACTURA,$0.06,$0.00,$0.02,$0.02,$0.01,"2,021"
"805,027,261",E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,"8,610",SERVICIOS,$0.06,$0.00,$0.06,$0.01,$0.06,"2,021"
"830,041,688",COMMSCOPE CONNECTIVITY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,659",COMERCIO,$0.06,-$0.01,$0.04,$0.03,$0.01,"2,021"
"900,301,039",GREEN VALLEY 2010 SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,631",COMERCIO,$0.06,$0.00,$0.02,$0.02,$0.00,"2,021"
"830,077,981",EDITORIAL PLANETA COLOMBIANA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,811",SERVICIOS,$0.06,$0.00,$0.06,$0.04,$0.02,"2,021"
"900,206,480",INGETEC INGENIERIA & DISEÑO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,112",SERVICIOS,$0.06,$0.01,$0.05,$0.02,$0.03,"2,021"
"860,534,221",PAN PA YA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,081",MANUFACTURA,$0.06,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,632,938",ESTRELLA ANDINA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,613",SERVICIOS,$0.06,$0.00,$0.12,$0.06,$0.06,"2,021"
"800,076,719",VIGILANCIA SANTAFERENA Y CIA LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.06,$0.00,$0.03,$0.01,$0.02,"2,021"
"900,196,775",TECH DATA AS COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,651",COMERCIO,$0.06,-$0.00,$0.02,$0.02,$0.00,"2,021"
"890,480,135",FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"8,610",SERVICIOS,$0.06,$0.01,$0.08,$0.04,$0.04,"2,021"
"830,044,180",FINART SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"3,290",MANUFACTURA,$0.06,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,274,087",TRADING GROUP INTERNATIONAL S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"5,224",SERVICIOS,$0.06,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,776,765",ORION CAPITAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,310",SERVICIOS,$0.06,$0.00,$0.04,$0.03,$0.01,"2,021"
"830,028,213",QUIMICOS OMA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"2,021",MANUFACTURA,$0.06,$0.01,$0.07,$0.04,$0.03,"2,021"
"824,003,724",REYES LOPEZ S.A.S.,SUPERSOCIEDADES,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,"4,711",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,047,489",LICOSINU S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,632",COMERCIO,$0.06,$0.00,$0.05,$0.01,$0.04,"2,021"
"900,016,598",INSTITUTO CARDIOVASCULAR DEL CESAR S.A,SUPERSALUD,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,"8,610",SERVICIOS,$0.06,$0.00,$0.07,$0.03,$0.05,"2,021"
"830,113,600",INVERSEGOVIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,490",SERVICIOS,$0.06,$0.06,$1.09,$0.29,$0.81,"2,021"
"901,284,326",24-7 INTOUCH COL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,220",SERVICIOS,$0.06,$0.00,$0.05,$0.05,$0.00,"2,021"
"860,041,216",AGRICOLA CUNDAY S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,125,AGROPECUARIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"860,002,426",EQUION ENERGIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,610,MINERO,$0.06,$0.04,$0.15,$0.10,$0.05,"2,021"
"900,174,560",ALIANZA ORIENTAL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,031",MANUFACTURA,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"816,006,449",LA INTEGRIDAD SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,"4,711",COMERCIO,$0.06,$0.00,$0.01,$0.00,$0.01,"2,021"
"860,048,521",CI FLORES DE FUNZA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.06,$0.00,$0.05,$0.03,$0.03,"2,021"
"800,081,030",MAYUN S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,663",COMERCIO,$0.06,$0.00,$0.05,$0.03,$0.02,"2,021"
"811,008,489",C.I. CALLA FARMS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,125,AGROPECUARIO,$0.06,$0.00,$0.03,$0.02,$0.00,"2,021"
"800,006,583",RX SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,669",COMERCIO,$0.06,$0.00,$0.06,$0.01,$0.05,"2,021"
"900,440,663",DISCOVERY COMMUNICATIONS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,120",SERVICIOS,$0.06,$0.00,$0.04,$0.03,$0.01,"2,021"
"890,300,484",PINTURAS ALGRECO S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"2,022",MANUFACTURA,$0.06,$0.00,$0.06,$0.04,$0.02,"2,021"
"890,112,801",FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,SUPERSALUD,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,"8,610",SERVICIOS,$0.06,-$0.00,$0.07,$0.05,$0.02,"2,021"
"860,029,949",DIENES Y CIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,229",MANUFACTURA,$0.06,$0.01,$0.08,$0.02,$0.06,"2,021"
"800,064,763",MENZIES AVIATION COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,223",SERVICIOS,$0.06,-$0.00,$0.04,$0.06,-$0.02,"2,021"
"900,332,426",DISTRIBUIDORA SICMAFARMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,645",COMERCIO,$0.06,$0.02,$0.05,$0.03,$0.02,"2,021"
"900,486,095",VIAPPIANI DE COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"1,811",MANUFACTURA,$0.06,$0.01,$0.05,$0.03,$0.03,"2,021"
"830,009,573",COLNOTEX S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,"4,669",COMERCIO,$0.06,-$0.00,$0.08,$0.06,$0.02,"2,021"
"890,100,164",AUTOMERCANTIL DEL CARIBE S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,511",COMERCIO,$0.06,$0.00,$0.01,$0.01,$0.00,"2,021"
"830,506,751",DISTRITODO VS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA-MAGDALENA,"4,663",COMERCIO,$0.06,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,252,067",NU SKIN COLOMBIA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,645",COMERCIO,$0.06,-$0.01,$0.03,$0.01,$0.02,"2,021"
"900,067,125",FRIGORIFICOS GANADEROS DE COLOMBIA S.A  EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,011",MANUFACTURA,$0.06,$0.00,$0.17,$0.03,$0.14,"2,021"
